60000;60200;60400;60600;60800;61000;61200;61400;61600;61800;62000;62200
60800;61000;61200;61400;61600;61800;62000;62200;62400;62600;62800;63000
61600;61800;62000;62200;62400;62600;62800;63000;63200;63400;63600;63800
62400;62600;62800;63000;63200;63400;63600;63800;64000;64200;64400;64600
63200;63400;63600;63800;64000;64200;64400;64600;64800;65000;65200;65400
64000;64200;64400;64600;64800;65000;65200;65400;65600;65800;66000;66200
64800;65000;65200;65400;65600;65800;66000;66200;66400;66600;66800;67000
65600;65800;66000;66200;66400;66600;66800;67000;67200;67400;67600;67800
66400;66600;66800;67000;67200;67400;67600;67800;68000;68200;68400;68600
67200;67400;67600;67800;68000;68200;68400;68600;68800;69000;69200;69400
