45000;45200;45400;45600;45800;46000;46200;46400;46600;46800;47000;47200
45800;46000;46200;46400;46600;46800;47000;47200;47400;47600;47800;48000
46600;46800;47000;47200;47400;47600;47800;48000;48200;48400;48600;48800
47400;47600;47800;48000;48200;48400;48600;48800;49000;49200;49400;49600
48200;48400;48600;48800;49000;49200;49400;49600;49800;50000;50200;50400
49000;49200;49400;49600;49800;50000;50200;50400;50600;50800;51000;51200
49800;50000;50200;50400;50600;50800;51000;51200;51400;51600;51800;52000
50600;50800;51000;51200;51400;51600;51800;52000;52200;52400;52600;52800
51400;51600;51800;52000;52200;52400;52600;52800;53000;53200;53400;53600
52200;52400;52600;52800;53000;53200;53400;53600;53800;54000;54200;54400
