40000;40200;40400;40600;40800;41000;41200;41400;41600;41800;42000;42200
40800;41000;41200;41400;41600;41800;42000;42200;42400;42600;42800;43000
41600;41800;42000;42200;42400;42600;42800;43000;43200;43400;43600;43800
42400;42600;42800;43000;43200;43400;43600;43800;44000;44200;44400;44600
43200;43400;43600;43800;44000;44200;44400;44600;44800;45000;45200;45400
44000;44200;44400;44600;44800;45000;45200;45400;45600;45800;46000;46200
44800;45000;45200;45400;45600;45800;46000;46200;46400;46600;46800;47000
45600;45800;46000;46200;46400;46600;46800;47000;47200;47400;47600;47800
46400;46600;46800;47000;47200;47400;47600;47800;48000;48200;48400;48600
47200;47400;47600;47800;48000;48200;48400;48600;48800;49000;49200;49400
