50000;50200;50400;50600;50800;51000;51200;51400;51600;51800;52000;52200
50800;51000;51200;51400;51600;51800;52000;52200;52400;52600;52800;53000
51600;51800;52000;52200;52400;52600;52800;53000;53200;53400;53600;53800
52400;52600;52800;53000;53200;53400;53600;53800;54000;54200;54400;54600
53200;53400;53600;53800;54000;54200;54400;54600;54800;55000;55200;55400
54000;54200;54400;54600;54800;55000;55200;55400;55600;55800;56000;56200
54800;55000;55200;55400;55600;55800;56000;56200;56400;56600;56800;57000
55600;55800;56000;56200;56400;56600;56800;57000;57200;57400;57600;57800
56400;56600;56800;57000;57200;57400;57600;57800;58000;58200;58400;58600
57200;57400;57600;57800;58000;58200;58400;58600;58800;59000;59200;59400
