65000;65200;65400;65600;65800;66000;66200;66400;66600;66800;67000;67200
65800;66000;66200;66400;66600;66800;67000;67200;67400;67600;67800;68000
66600;66800;67000;67200;67400;67600;67800;68000;68200;68400;68600;68800
67400;67600;67800;68000;68200;68400;68600;68800;69000;69200;69400;69600
68200;68400;68600;68800;69000;69200;69400;69600;69800;70000;70200;70400
69000;69200;69400;69600;69800;70000;70200;70400;70600;70800;71000;71200
69800;70000;70200;70400;70600;70800;71000;71200;71400;71600;71800;72000
70600;70800;71000;71200;71400;71600;71800;72000;72200;72400;72600;72800
71400;71600;71800;72000;72200;72400;72600;72800;73000;73200;73400;73600
72200;72400;72600;72800;73000;73200;73400;73600;73800;74000;74200;74400
